         200
 0.468758E+01  0.944639E-01  0.376871E-02  0.971982E-03  0.200166E-03  0.258033E+01  0.252159E+03 -0.279654E+03  0.143914E+00
 0.457538E+01  0.820481E-01  0.327337E-02  0.947595E-03  0.170461E-03  0.246849E+01  0.281465E+03 -0.382126E+03  0.127546E+00
 0.446537E+01  0.712641E-01  0.284314E-02  0.927357E-03  0.144490E-03  0.236071E+01  0.314289E+03 -0.521004E+03  0.112470E+00
 0.435865E+01  0.618975E-01  0.246945E-02  0.910769E-03  0.121753E-03  0.225800E+01  0.351014E+03 -0.710878E+03  0.986855E-01
 0.425514E+01  0.537621E-01  0.214488E-02  0.897400E-03  0.101816E-03  0.216022E+01  0.392048E+03 -0.973390E+03  0.861647E-01
 0.415476E+01  0.466958E-01  0.186297E-02  0.886880E-03  0.842970E-04  0.206721E+01  0.437827E+03 -0.134171E+04  0.748596E-01
 0.405506E+01  0.405584E-01  0.161811E-02  0.878893E-03  0.688654E-04  0.197668E+01  0.488809E+03 -0.186890E+04  0.647069E-01
 0.395765E+01  0.352276E-01  0.140543E-02  0.873168E-03  0.552324E-04  0.189008E+01  0.545474E+03 -0.264476E+04  0.556320E-01
 0.386315E+01  0.305975E-01  0.122071E-02  0.869475E-03  0.431464E-04  0.180791E+01  0.608320E+03 -0.383344E+04  0.475538E-01
 0.377149E+01  0.265759E-01  0.106027E-02  0.867617E-03  0.323888E-04  0.172999E+01  0.677865E+03 -0.576902E+04  0.403882E-01
 0.368261E+01  0.230829E-01  0.920912E-03  0.867429E-03  0.227689E-04  0.165616E+01  0.754642E+03 -0.925050E+04  0.340509E-01
 0.359338E+01  0.200490E-01  0.799872E-03  0.868771E-03  0.141209E-04  0.158382E+01  0.839202E+03 -0.167776E+05  0.284591E-01
 0.350665E+01  0.174139E-01  0.694741E-03  0.871527E-03  0.630061E-05  0.151524E+01  0.932121E+03 -0.422085E+05  0.235336E-01
 0.342250E+01  0.151251E-01  0.603428E-03  0.875599E-03 -0.817148E-06  0.145039E+01  0.103400E+04  0.364604E+06  0.191995E-01
 0.334087E+01  0.131371E-01  0.524117E-03  0.880910E-03 -0.734147E-05  0.138908E+01  0.114550E+04  0.453816E+05  0.153872E-01
 0.326119E+01  0.114105E-01  0.455230E-03  0.887398E-03 -0.133674E-04  0.133078E+01  0.126733E+04  0.278250E+05  0.120325E-01
 0.318133E+01  0.991072E-02  0.395397E-03  0.895015E-03 -0.189783E-04  0.127389E+01  0.140032E+04  0.218489E+05  0.907688E-02
 0.310382E+01  0.860811E-02  0.343428E-03  0.903729E-03 -0.242474E-04  0.122016E+01  0.154541E+04  0.190433E+05  0.646712E-02
 0.302861E+01  0.747671E-02  0.298290E-03  0.913523E-03 -0.292400E-04  0.116941E+01  0.170377E+04  0.175728E+05  0.415523E-02
 0.295563E+01  0.649401E-02  0.259084E-03  0.924394E-03 -0.340154E-04  0.112149E+01  0.187688E+04  0.168059E+05  0.209792E-02
 0.288365E+01  0.564047E-02  0.225031E-03  0.936359E-03 -0.386288E-04  0.107548E+01  0.206660E+04  0.164711E+05  0.255923E-03
 0.281225E+01  0.489912E-02  0.195454E-03  0.949457E-03 -0.431335E-04  0.103107E+01  0.227540E+04  0.164365E+05 -0.140687E-02
